fips,year,total_votes,dem_votes,rep_votes,ind_votes,dem_pct,rep_pct,ind_pct,state,state_name
15,2016,428937,266891,128847,33199,62.22,30.04,7.74,15,Hawaii
15,2012,434697,306658,121015,7024,70.55,27.84,1.62,15,Hawaii
15,2008,453568,325871,120566,7131,71.85,26.58,1.57,15,Hawaii
15,2004,429013,231708,194191,3114,54.01,45.26,0.73,15,Hawaii
15,2000,367951,205286,137845,24820,55.79,37.46,6.75,15,Hawaii
15,1996,360120,205012,113943,41165,56.93,31.64,11.43,15,Hawaii
15,1992,372842,179310,136822,56710,48.09,36.7,15.21,15,Hawaii
15,1988,354461,192364,158625,3472,54.27,44.75,0.98,15,Hawaii
15,1984,335846,147154,185050,3642,43.82,55.1,1.08,15,Hawaii
15,1980,303287,135879,130112,37296,44.8,42.9,12.3,15,Hawaii
15,1976,291301,147375,140003,3923,50.59,48.06,1.35,15,Hawaii
15,1972,270274,101409,168865,0,37.52,62.48,0.0,15,Hawaii
15,1968,236218,141324,91425,3469,59.83,38.7,1.47,15,Hawaii
15,1964,207271,163249,44022,0,78.76,21.24,0.0,15,Hawaii
15,1960,184705,92410,92295,0,50.03,49.97,0.0,15,Hawaii
16,2024,904964,274972,605246,24746,30.38,66.88,2.74,16,Idaho
16,2020,870351,287021,554119,29211,32.98,63.67,3.3499999999999996,16,Idaho
16,2016,690433,189765,409055,91613,27.48,59.25,13.27,16,Idaho
16,2012,656742,212787,420911,23044,32.4,64.09,3.51,16,Idaho
16,2008,658454,236440,403012,19002,35.91,61.21,2.89,16,Idaho
16,2004,598447,181098,409235,8114,30.26,68.38,1.36,16,Idaho
16,2000,501621,138637,336937,26047,27.64,67.17,5.19,16,Idaho
16,1996,491719,165443,256595,69681,33.65,52.18,14.170000000000002,16,Idaho
16,1992,482142,137013,202645,142484,28.42,42.03,29.549999999999997,16,Idaho
16,1988,408968,147272,253881,7815,36.01,62.08,1.91,16,Idaho
16,1984,411144,108510,297523,5111,26.39,72.36,1.24,16,Idaho
16,1980,437431,110192,290699,36540,25.19,66.46,8.36,16,Idaho
16,1976,340932,126549,204151,10232,37.12,59.88,3.0,16,Idaho
16,1972,310379,80826,199384,30169,26.04,64.24,9.72,16,Idaho
16,1968,291183,89273,165369,36541,30.66,56.79,12.55,16,Idaho
16,1964,292477,148920,143557,0,50.92,49.08,0.0,16,Idaho
16,1960,300450,138853,161597,0,46.22,53.78,0.0,16,Idaho
16,1956,272989,105868,166979,142,38.78,61.17,0.05,16,Idaho
16,1952,276254,95081,180707,466,34.42,65.41,0.17,16,Idaho
16,1948,214816,107370,101514,5932,49.98,47.26,2.76,16,Idaho
16,1944,208321,107399,100137,785,51.55,48.07,0.38,16,Idaho
16,1940,235168,127842,106553,773,54.36,45.31,0.33,16,Idaho
16,1936,199617,125683,66256,7678,62.96,33.19,3.85,16,Idaho
16,1932,186625,109479,71417,5729,58.66,38.27,3.07,16,Idaho
16,1928,151541,52926,97322,1293,34.93,64.22,0.85,16,Idaho
16,1924,148295,24256,69879,54160,16.36,47.12,36.52,16,Idaho
16,1920,135624,46579,88975,70,34.34,65.6,0.05,16,Idaho
16,1916,134615,70054,55368,9193,52.04,41.13,6.83,16,Idaho
16,1912,105754,33921,32810,39023,32.08,31.02,36.9,16,Idaho
16,1908,97293,36162,52621,8510,37.17,54.09,8.75,16,Idaho
16,1904,72578,18480,47783,6315,25.46,65.84,8.7,16,Idaho
16,1900,57914,29414,27198,1302,50.79,46.96,2.25,16,Idaho
16,1896,29621,23135,6314,172,78.1,21.32,0.58,16,Idaho
16,1892,19407,0,8599,10808,0.0,44.31,55.69,16,Idaho
17,2024,5489894,2976298,2422142,91454,54.21,44.12,1.66,17,Illinois
17,2020,6049516,3471915,2446891,130710,57.39,40.45,2.16,17,Illinois
17,2016,5595279,3090729,2146015,358535,55.24,38.35,6.4,17,Illinois
17,2012,5251432,3019512,2135216,96704,57.5,40.66,1.84,17,Illinois
17,2008,5530179,3419348,2031179,79652,61.83,36.73,1.44,17,Illinois
17,2004,5274322,2891550,2345946,36826,54.82,44.48,0.7,17,Illinois
17,2000,4742123,2589026,2019421,133676,54.6,42.58,2.82,17,Illinois
17,1996,4311391,2341744,1587021,382626,54.32,36.81,8.87,17,Illinois
17,1992,5050157,2453350,1734096,862711,48.58,34.34,17.080000000000002,17,Illinois
17,1988,4559120,2215940,2310939,32241,48.6,50.69,0.71,17,Illinois
17,1984,4819088,2086499,2707103,25486,43.3,56.17,0.53,17,Illinois
17,1980,4749721,1981413,2358049,410259,41.72,49.65,8.64,17,Illinois
17,1976,4718833,2271295,2364269,83269,48.13,50.1,1.76,17,Illinois
17,1972,4723236,1913472,2788179,21585,40.51,59.03,0.46,17,Illinois
17,1968,4619749,2039814,2174774,405161,44.15,47.08,8.770000000000001,17,Illinois
17,1964,4702841,2796833,1905946,62,59.47,40.53,0.0,17,Illinois
17,1960,4757409,2377846,2368988,10575,49.98,49.8,0.22,17,Illinois
17,1956,4407407,1775682,2623327,8398,40.29,59.52,0.19,17,Illinois
17,1952,4481058,2013920,2457327,9811,44.94,54.84,0.22,17,Illinois
17,1948,3984046,1994715,1961103,28228,50.07,49.22,0.71,17,Illinois
17,1944,4036061,2079479,1939314,17268,51.52,48.05,0.43,17,Illinois
17,1940,4217935,2149934,2047240,20761,50.97,48.54,0.49,17,Illinois
17,1936,3956522,2282999,1570393,103130,57.7,39.69,2.61,17,Illinois
17,1932,3407926,1882304,1432756,92866,55.23,42.04,2.73,17,Illinois
17,1928,3107489,1313817,1769141,24531,42.28,56.93,0.79,17,Illinois
17,1924,2470067,576975,1453321,439771,23.36,58.84,17.799999999999997,17,Illinois
17,1920,2094714,534395,1420480,139839,25.51,67.81,6.68,17,Illinois
17,1916,2192707,950229,1152549,89929,43.34,52.56,4.1,17,Illinois
17,1912,1146173,405048,253593,487532,35.34,22.13,42.54,17,Illinois
17,1908,1155254,450810,629932,74512,39.02,54.53,6.45,17,Illinois
17,1904,1076499,327606,632645,116248,30.43,58.77,10.8,17,Illinois
17,1900,1131897,503061,597985,30851,44.44,52.83,2.73,17,Illinois
17,1896,1090869,465613,607130,18126,42.68,55.66,1.66,17,Illinois
17,1892,873647,426281,399288,48078,48.79,45.7,5.5,17,Illinois
17,1888,747813,348351,370475,28987,46.58,49.54,3.88,17,Illinois
17,1884,672670,312351,337469,22850,46.43,50.17,3.4,17,Illinois
17,1880,622305,277321,318036,26948,44.56,51.11,4.33,17,Illinois
17,1876,554227,258611,278232,17384,46.66,50.2,3.14,17,Illinois
17,1872,429971,184884,241936,3151,43.0,56.27,0.73,17,Illinois
17,1868,449420,199116,250304,0,44.31,55.69,0.0,17,Illinois
17,1864,348236,158724,189512,0,45.58,54.42,0.0,17,Illinois
17,1860,339666,160215,172171,7280,47.17,50.69,2.15,17,Illinois
17,1856,239334,105528,96275,37531,44.09,40.23,15.68,17,Illinois
18,2024,2935043,1163174,1720033,51836,39.63,58.6,1.77,18,Indiana
18,2020,3039801,1242505,1729863,67433,40.87,56.91,2.22,18,Indiana
18,2016,2760375,1033126,1557286,169963,37.43,56.42,6.16,18,Indiana
18,2012,2633143,1154275,1422872,55996,43.84,54.04,2.13,18,Indiana
18,2008,2756658,1374039,1345648,36971,49.84,48.81,1.34,18,Indiana
18,2004,2468002,969011,1479438,19553,39.26,59.94,0.79,18,Indiana
18,2000,2199302,901980,1245836,51486,41.01,56.65,2.34,18,Indiana
18,1996,2135842,887424,1006693,241725,41.55,47.13,11.32,18,Indiana
18,1992,2305871,848420,989375,468076,36.79,42.91,20.3,18,Indiana
18,1988,2168621,860643,1297763,10215,39.69,59.84,0.47,18,Indiana
18,1984,2233069,841481,1377230,14358,37.68,61.67,0.64,18,Indiana
18,1980,2242033,844197,1255656,142180,37.65,56.01,6.340000000000001,18,Indiana
18,1976,2220362,1014714,1183958,21690,45.7,53.32,0.98,18,Indiana
18,1972,2125529,708568,1405154,11807,33.34,66.11,0.56,18,Indiana
18,1968,2123597,806659,1067885,249053,37.99,50.29,11.729999999999999,18,Indiana
18,1964,2091606,1170848,911118,9640,55.98,43.56,0.46,18,Indiana
18,1960,2135360,952358,1175120,7882,44.6,55.03,0.37,18,Indiana
18,1956,1974607,783908,1182811,7888,39.7,59.9,0.4,18,Indiana
18,1952,1955325,801530,1136259,17536,40.99,58.11,0.9,18,Indiana
18,1948,1656214,807833,821079,27302,48.78,49.58,1.65,18,Indiana
18,1944,1672091,781403,875891,14797,46.73,52.38,0.88,18,Indiana
18,1940,1782747,874063,899466,9218,49.03,50.45,0.52,18,Indiana
18,1936,1650897,934974,691570,24353,56.63,41.89,1.48,18,Indiana
18,1932,1576927,862054,677184,37689,54.67,42.94,2.39,18,Indiana
18,1928,1421314,562691,848290,10333,39.59,59.68,0.73,18,Indiana
18,1924,1272390,492245,703042,77103,38.69,55.25,6.06,18,Indiana
18,1920,1262964,511364,696370,55230,40.49,55.14,4.37,18,Indiana
18,1916,718848,334063,341005,43780,46.47,47.44,6.09,18,Indiana
18,1912,654474,281890,151267,221317,43.07,23.11,33.81,18,Indiana
18,1908,721126,338262,348993,33871,46.91,48.4,4.7,18,Indiana
18,1904,682185,274345,368289,39551,40.22,53.99,5.8,18,Indiana
18,1900,664094,309584,336063,18447,46.62,50.6,2.78,18,Indiana
18,1896,637119,305573,323754,7792,47.96,50.82,1.22,18,Indiana
18,1892,553613,262740,255615,35258,47.46,46.17,6.369999999999999,18,Indiana
18,1888,536949,261013,263361,12575,48.61,49.05,2.34,18,Indiana
18,1884,495332,245005,238489,11838,49.46,48.15,2.39,18,Indiana
18,1880,470672,225522,232164,12986,47.91,49.33,2.76,18,Indiana
18,1876,438911,213526,208011,17374,48.65,47.39,3.96,18,Indiana
18,1872,351196,163632,186147,1417,46.59,53.0,0.4,18,Indiana
18,1868,343532,166980,176552,0,48.61,51.39,0.0,18,Indiana
18,1864,280655,130233,150422,0,46.4,53.6,0.0,18,Indiana
18,1860,272143,115509,139033,17601,42.44,51.09,6.47,18,Indiana
18,1856,235431,118670,94375,22386,50.41,40.09,9.51,18,Indiana
19,2024,1663458,707266,926983,29209,42.52,55.73,1.76,19,Iowa
19,2020,1690871,759061,897672,34138,44.89,53.09,2.02,19,Iowa
19,2016,1566031,653669,800983,111379,41.74,51.15,7.11,19,Iowa
19,2012,1582180,822544,730617,29019,51.99,46.18,1.83,19,Iowa
19,2008,1537123,828940,682379,25804,53.93,44.39,1.68,19,Iowa
19,2004,1506908,741898,751957,13053,49.23,49.9,0.87,19,Iowa
19,2000,1315563,638517,634373,42673,48.54,48.22,3.24,19,Iowa
19,1996,1234075,620258,492644,121173,50.26,39.92,9.82,19,Iowa
19,1992,1354607,586353,504891,263363,43.29,37.27,19.44,19,Iowa
19,1988,1225614,670557,545355,9702,54.71,44.5,0.79,19,Iowa
19,1984,1319805,605620,703088,11097,45.89,53.27,0.84,19,Iowa
19,1980,1317661,508672,676026,132963,38.6,51.31,10.1,19,Iowa
19,1976,1279306,619931,632863,26512,48.46,49.47,2.07,19,Iowa
19,1972,1225944,496206,706207,23531,40.48,57.61,1.92,19,Iowa
19,1968,1167931,476699,619106,72126,40.82,53.01,6.180000000000001,19,Iowa
19,1964,1184539,733030,449148,2361,61.88,37.92,0.2,19,Iowa
19,1960,1273810,550565,722381,864,43.22,56.71,0.07,19,Iowa
19,1956,1234564,501858,729187,3519,40.65,59.06,0.29,19,Iowa
19,1952,1268773,451513,808906,8354,35.59,63.75,0.66,19,Iowa
19,1948,1038272,522380,494018,21874,50.31,47.58,2.11,19,Iowa
19,1944,1052599,499876,547267,5456,47.49,51.99,0.52,19,Iowa
19,1940,1215430,578800,632370,4260,47.62,52.03,0.35,19,Iowa
19,1936,1142733,621756,487977,33000,54.41,42.7,2.89,19,Iowa
19,1932,1036687,598019,414433,24235,57.69,39.98,2.34,19,Iowa
19,1928,1009489,379311,623570,6608,37.57,61.77,0.65,19,Iowa
19,1924,976770,160382,537458,278930,16.42,55.02,28.560000000000002,19,Iowa
19,1920,895082,227921,634674,32487,25.46,70.91,3.63,19,Iowa
19,1916,516944,221699,280439,14806,42.89,54.25,2.86,19,Iowa
19,1912,492356,185325,119805,187226,37.64,24.33,38.03,19,Iowa
19,1908,494769,200771,275209,18789,40.58,55.62,3.8,19,Iowa
19,1904,486093,149276,308158,28659,30.71,63.39,5.9,19,Iowa
19,1900,530355,209265,307808,13282,39.46,58.04,2.5,19,Iowa
19,1896,521547,223741,289293,8513,42.9,55.47,1.63,19,Iowa
19,1892,443159,196367,219795,26997,44.31,49.6,6.09,19,Iowa
19,1888,404135,179877,211603,12655,44.51,52.36,3.13,19,Iowa
19,1884,377201,177316,197089,2796,47.01,52.25,0.74,19,Iowa
19,1880,322668,105845,183904,32919,32.8,56.99,10.2,19,Iowa
19,1876,292878,112121,171326,9431,38.28,58.5,3.22,19,Iowa
19,1872,216365,71189,131566,13610,32.9,60.81,6.29,19,Iowa
19,1868,194439,74040,120399,0,38.08,61.92,0.0,19,Iowa
19,1864,138025,49525,88500,0,35.88,64.12,0.0,19,Iowa
19,1860,128739,55639,70302,2798,43.22,54.61,2.17,19,Iowa
19,1856,92310,37568,45073,9669,40.7,48.83,10.47,19,Iowa
20,2024,1296665,531989,741464,23212,41.03,57.18,1.79,20,Kansas
20,2020,1377484,570323,771406,35755,41.4,56.0,2.6,20,Kansas
20,2016,1197570,427005,671018,99547,35.66,56.03,8.309999999999999,20,Kansas
20,2012,1157532,439908,689809,27815,38.0,59.59,2.4,20,Kansas
20,2008,1238873,514765,699655,24453,41.55,56.48,1.97,20,Kansas
20,2004,1187756,434993,736456,16307,36.62,62.0,1.37,20,Kansas
20,2000,1072216,399276,622332,50608,37.24,58.04,4.720000000000001,20,Kansas
20,1996,1074300,387659,583245,103396,36.08,54.29,9.62,20,Kansas
20,1992,1157236,390434,449951,316851,33.74,38.88,27.38,20,Kansas
20,1988,993044,422636,554049,16359,42.56,55.79,1.65,20,Kansas
20,1984,1021991,333149,677296,11546,32.6,66.27,1.13,20,Kansas
20,1980,979795,326150,566812,86833,33.29,57.85,8.86,20,Kansas
20,1976,957845,430421,502752,24672,44.94,52.49,2.58,20,Kansas
20,1972,916095,270287,619812,25996,29.5,67.66,2.84,20,Kansas
20,1968,872783,302996,478674,91113,34.72,54.84,10.44,20,Kansas
20,1964,857901,464028,386579,7294,54.09,45.06,0.85,20,Kansas
20,1960,928825,363213,561474,4138,39.1,60.45,0.45,20,Kansas
20,1956,866243,296317,566878,3048,34.21,65.44,0.35,20,Kansas
20,1952,896166,273296,616302,6568,30.5,68.77,0.73,20,Kansas
20,1948,788819,351902,423039,13878,44.61,53.63,1.76,20,Kansas
20,1944,733776,287458,442096,4222,39.18,60.25,0.58,20,Kansas
20,1940,860297,364725,489169,6403,42.4,56.86,0.74,20,Kansas
20,1936,865514,464520,397727,3267,53.67,45.95,0.38,20,Kansas
20,1932,791978,424204,349498,18276,53.56,44.13,2.31,20,Kansas
20,1928,713200,193003,513672,6525,27.06,72.02,0.91,20,Kansas
20,1924,662454,156319,407671,98464,23.6,61.54,14.86,20,Kansas
20,1920,570318,185464,369268,15586,32.52,64.75,2.73,20,Kansas
20,1916,629813,314588,277658,37567,49.95,44.09,5.96,20,Kansas
20,1912,365560,143663,74845,147052,39.3,20.47,40.22,20,Kansas
20,1908,375946,161209,197216,17521,42.88,52.46,4.66,20,Kansas
20,1904,328561,86174,212955,29432,26.23,64.81,8.96,20,Kansas
20,1900,353766,162601,185955,5210,45.96,52.56,1.47,20,Kansas
20,1896,334547,171675,159345,3527,51.32,47.63,1.05,20,Kansas
20,1892,324905,0,157241,167664,0.0,48.4,51.6,20,Kansas
20,1888,331149,102745,182904,45500,31.03,55.23,13.74,20,Kansas
20,1884,265848,90132,154406,21310,33.9,58.08,8.02,20,Kansas
20,1880,201236,59801,121549,19886,29.72,60.4,9.88,20,Kansas
20,1876,124134,37902,78324,7908,30.53,63.1,6.37,20,Kansas
20,1872,100512,32970,66805,737,32.8,66.46,0.73,20,Kansas
20,1868,43630,13600,30027,3,31.17,68.82,0.01,20,Kansas
20,1864,21580,3836,17089,655,17.78,79.19,3.04,20,Kansas
21,2024,2070052,700920,1336227,32905,33.86,64.55,1.59,21,Kentucky
21,2020,2138009,772474,1326646,38889,36.13,62.05,1.8199999999999998,21,Kentucky
21,2016,1924150,628854,1202971,92325,32.68,62.52,4.79,21,Kentucky
21,2012,1798048,679370,1087190,31488,37.78,60.47,1.75,21,Kentucky
21,2008,1827587,751985,1048462,27140,41.15,57.37,1.49,21,Kentucky
21,2004,1796079,712733,1069439,13907,39.68,59.54,0.77,21,Kentucky
21,2000,1544187,638898,872492,32797,41.37,56.5,2.12,21,Kentucky
21,1996,1388708,636614,623283,128811,45.84,44.88,9.28,21,Kentucky
21,1992,1492900,665104,617178,210618,44.55,41.34,14.11,21,Kentucky
21,1988,1322517,580368,734281,7868,43.88,55.52,0.59,21,Kentucky
21,1984,1370461,539589,822782,8090,39.37,60.04,0.59,21,Kentucky
21,1980,1294627,616417,635274,42936,47.61,49.07,3.31,21,Kentucky
21,1976,1167142,615717,531852,19573,52.75,45.57,1.68,21,Kentucky
21,1972,1067499,371159,676446,19894,34.77,63.37,1.86,21,Kentucky
21,1968,1055893,397541,462411,195941,37.65,43.79,18.56,21,Kentucky
21,1964,1046105,669659,372977,3469,64.01,35.65,0.33,21,Kentucky
21,1960,1124462,521855,602607,0,46.41,53.59,0.0,21,Kentucky
21,1956,1053805,476453,572192,5160,45.21,54.3,0.49,21,Kentucky
21,1952,993148,495729,495029,2390,49.91,49.84,0.24,21,Kentucky
21,1948,822658,466756,341210,14692,56.74,41.48,1.79,21,Kentucky
21,1944,867921,472589,392448,2884,54.45,45.22,0.33,21,Kentucky
21,1940,970163,557322,410384,2457,57.45,42.3,0.25,21,Kentucky
21,1936,926206,541944,369702,14560,58.51,39.92,1.57,21,Kentucky
21,1932,983063,580574,394716,7773,59.06,40.15,0.79,21,Kentucky
21,1928,941274,381070,558734,1470,40.48,59.36,0.16,21,Kentucky
21,1924,815332,374855,398966,41511,45.98,48.93,5.09,21,Kentucky
21,1920,918636,456497,452480,9659,49.69,49.26,1.05,21,Kentucky
21,1916,520069,269990,241854,8225,51.91,46.5,1.58,21,Kentucky
21,1912,453698,219584,115512,118602,48.4,25.46,26.14,21,Kentucky
21,1908,490719,244092,235711,10916,49.74,48.03,2.22,21,Kentucky
21,1904,435946,217170,205457,13319,49.82,47.13,3.06,21,Kentucky
21,1900,468265,235126,227132,6007,50.21,48.51,1.28,21,Kentucky
21,1896,445928,217894,218171,9863,48.86,48.93,2.21,21,Kentucky
21,1892,340864,175461,135462,29941,51.48,39.74,8.78,21,Kentucky
21,1888,344868,183830,155138,5900,53.3,44.98,1.71,21,Kentucky
21,1884,276481,152961,118690,4830,55.32,42.93,1.75,21,Kentucky
21,1880,267104,148875,106490,11739,55.74,39.87,4.39,21,Kentucky
21,1876,260626,160060,97568,2998,61.41,37.44,1.15,21,Kentucky
21,1872,191135,99995,88766,2374,52.32,46.44,1.24,21,Kentucky
21,1868,155455,115889,39566,0,74.55,25.45,0.0,21,Kentucky
21,1864,92088,64301,27787,0,69.83,30.17,0.0,21,Kentucky
21,1860,146216,25651,1364,119201,17.54,0.93,81.53,21,Kentucky
21,1856,142058,74642,0,67416,52.54,0.0,47.46,21,Kentucky
22,2024,2006975,766870,1208505,31600,38.21,60.22,1.57,22,Louisiana
22,2020,2148062,856034,1255776,36252,39.85,58.46,1.68,22,Louisiana
22,2016,2029032,780154,1178638,70240,38.45,58.09,3.46,22,Louisiana
22,2012,1994065,809141,1152262,32662,40.58,57.78,1.64,22,Louisiana
22,2008,1960761,782989,1148275,29497,39.93,58.56,1.5,22,Louisiana
22,2004,1943106,820299,1102169,20638,42.22,56.72,1.06,22,Louisiana
22,2000,1765656,792344,927871,45441,44.88,52.55,2.57,22,Louisiana
22,1996,1783959,927837,712586,143536,52.01,39.94,8.04,22,Louisiana
22,1992,1790017,815971,733386,240660,45.58,40.97,13.440000000000001,22,Louisiana
22,1988,1628202,717460,883702,27040,44.06,54.27,1.66,22,Louisiana
22,1984,1706822,651586,1037299,17937,38.18,60.77,1.05,22,Louisiana
22,1980,1548591,708453,792853,47285,45.75,51.2,3.05,22,Louisiana
22,1976,1278439,661365,587446,29628,51.73,45.95,2.32,22,Louisiana
22,1972,1051491,298142,686852,66497,28.35,65.32,6.32,22,Louisiana
22,1968,1097450,309615,257535,530300,28.21,23.47,48.32,22,Louisiana
22,1964,896293,387068,509225,0,43.19,56.81,0.0,22,Louisiana
22,1960,807891,407339,230980,169572,50.42,28.59,20.99,22,Louisiana
22,1956,617544,243977,329047,44520,39.51,53.28,7.21,22,Louisiana
22,1952,651952,345027,306925,0,52.92,47.08,0.0,22,Louisiana
22,1948,416336,136344,72657,207335,32.75,17.45,49.8,22,Louisiana
22,1944,349383,281564,67750,69,80.59,19.39,0.02,22,Louisiana
22,1940,372305,319751,52446,108,85.88,14.09,0.03,22,Louisiana
22,1936,329778,292894,36791,93,88.82,11.16,0.03,22,Louisiana
22,1932,268804,249418,18853,533,92.79,7.01,0.2,22,Louisiana
22,1928,215833,164655,51160,18,76.29,23.7,0.01,22,Louisiana
22,1924,121951,93218,24670,4063,76.44,20.23,3.33,22,Louisiana
22,1920,126396,87519,38538,339,69.24,30.49,0.27,22,Louisiana
22,1916,92982,79875,6466,6641,85.9,6.95,7.14,22,Louisiana
22,1912,79248,60871,3833,14544,76.81,4.84,18.35,22,Louisiana
22,1908,75117,63568,8958,2591,84.63,11.93,3.45,22,Louisiana
22,1904,53908,47708,5205,995,88.5,9.66,1.85,22,Louisiana
22,1900,67906,53668,14234,4,79.03,20.96,0.01,22,Louisiana
22,1896,101046,77175,22037,1834,76.38,21.81,1.82,22,Louisiana
22,1892,114889,87926,26963,0,76.53,23.47,0.0,22,Louisiana
22,1888,115891,85032,30660,199,73.37,26.46,0.17,22,Louisiana
22,1884,109399,62594,46347,458,57.22,42.37,0.42,22,Louisiana
22,1880,104462,65047,38978,437,62.27,37.31,0.42,22,Louisiana
22,1876,145823,70508,75315,0,48.35,51.65,0.0,22,Louisiana
22,1872,128692,57029,71663,0,44.31,55.69,0.0,22,Louisiana
22,1868,113488,80225,33263,0,70.69,29.31,0.0,22,Louisiana
22,1860,50510,7625,0,42885,15.1,0.0,84.9,22,Louisiana
22,1856,42873,22164,0,20709,51.7,0.0,48.3,22,Louisiana
23,2024,825727,430512,374453,20762,52.14,45.35,2.51,23,Maine
23,2020,819461,435072,360770,23619,53.09,44.03,2.88,23,Maine
23,2016,747927,357735,335593,54599,47.83,44.87,7.3,23,Maine
23,2012,713180,401306,292276,19598,56.27,40.98,2.75,23,Maine
23,2008,731163,421923,295273,13967,57.71,40.38,1.91,23,Maine
23,2004,740752,396842,330201,13709,53.57,44.58,1.85,23,Maine
23,2000,651817,319951,286616,45250,49.09,43.97,6.95,23,Maine
23,1996,605897,312788,186378,106731,51.62,30.76,17.62,23,Maine
23,1992,679499,263420,206504,209575,38.77,30.39,30.85,23,Maine
23,1988,555035,243569,307131,4335,43.88,55.34,0.78,23,Maine
23,1984,553144,214515,336500,2129,38.78,60.83,0.38,23,Maine
23,1980,523011,220974,238522,63515,42.25,45.61,12.149999999999999,23,Maine
23,1976,483208,232279,236320,14609,48.07,48.91,3.02,23,Maine
23,1972,417271,160584,256458,229,38.48,61.46,0.05,23,Maine
23,1968,392936,217312,169254,6370,55.3,43.07,1.62,23,Maine
23,1964,381221,262264,118701,256,68.8,31.14,0.07,23,Maine
23,1960,421773,181159,240608,6,42.95,57.05,0.0,23,Maine
23,1956,351706,102468,249238,0,29.13,70.87,0.0,23,Maine
23,1952,351786,118806,232353,627,33.77,66.05,0.18,23,Maine
23,1948,264789,111916,150234,2639,42.27,56.74,1.0,23,Maine
23,1944,296400,140631,155434,335,47.45,52.44,0.11,23,Maine
23,1940,320840,156478,163951,411,48.77,51.1,0.13,23,Maine
23,1936,304240,126333,168823,9084,41.52,55.49,2.99,23,Maine
23,1932,298444,128907,166631,2906,43.19,55.83,0.97,23,Maine
23,1928,262171,81179,179923,1069,30.96,68.63,0.41,23,Maine
23,1924,192192,41964,138440,11788,21.83,72.03,6.13,23,Maine
23,1920,197840,58961,136355,2524,29.8,68.92,1.28,23,Maine
23,1916,136314,64033,69508,2773,46.97,50.99,2.03,23,Maine
23,1912,129640,51113,26545,51982,39.43,20.48,40.099999999999994,23,Maine
23,1908,106336,35403,66987,3946,33.29,63.0,3.71,23,Maine
23,1904,97023,27642,65432,3949,28.49,67.44,4.07,23,Maine
23,1900,105693,36822,65412,3459,34.84,61.89,3.27,23,Maine
23,1896,118419,34587,80403,3429,29.21,67.9,2.9,23,Maine
23,1892,116451,48049,62936,5466,41.26,54.05,4.7,23,Maine
23,1888,128253,50472,73730,4051,39.35,57.49,3.16,23,Maine
23,1884,130491,52153,72217,6121,39.97,55.34,4.69,23,Maine
23,1880,143903,65211,74052,4640,45.32,51.46,3.22,23,Maine
23,1876,117045,49917,66300,828,42.65,56.64,0.71,23,Maine
23,1872,90523,29097,61426,0,32.14,67.86,0.0,23,Maine
23,1868,112962,42460,70502,0,37.59,62.41,0.0,23,Maine
23,1864,114797,46992,67805,0,40.93,59.07,0.0,23,Maine
23,1860,100918,29693,62811,8414,29.42,62.24,8.34,23,Maine
23,1856,109689,39140,67279,3270,35.68,61.34,2.98,23,Maine
24,2024,2910897,1804200,1011578,95119,61.98,34.75,3.2699999999999996,24,Maryland
24,2020,3037030,1985023,976414,75593,65.36,32.15,2.49,24,Maryland
24,2016,2781446,1677928,943169,160349,60.33,33.91,5.77,24,Maryland
24,2012,2707327,1677844,971869,57614,61.97,35.9,2.13,24,Maryland
24,2008,2631596,1629467,959862,42267,61.92,36.47,1.61,24,Maryland
24,2004,2386678,1334493,1024703,27482,55.91,42.93,1.15,24,Maryland
24,2000,2025480,1145782,813797,65901,56.57,40.18,3.25,24,Maryland
24,1996,1780870,966207,681530,133133,54.25,38.27,7.47,24,Maryland
24,1992,1985046,988571,707094,289381,49.8,35.62,14.58,24,Maryland
24,1988,1714358,826304,876167,11887,48.2,51.11,0.69,24,Maryland
24,1984,1675873,787935,879918,8020,47.02,52.51,0.48,24,Maryland
24,1980,1540496,726161,680606,133729,47.14,44.18,8.68,24,Maryland
24,1976,1432273,759612,672661,0,53.04,46.96,0.0,24,Maryland
24,1972,1353812,505781,829305,18726,37.36,61.26,1.38,24,Maryland
24,1968,1235039,538310,517995,178734,43.59,41.94,14.47,24,Maryland
24,1964,1116457,730912,385495,50,65.47,34.53,0.0,24,Maryland
24,1960,1055349,565808,489538,3,53.61,46.39,0.0,24,Maryland
24,1956,932351,372613,559738,0,39.96,60.04,0.0,24,Maryland
24,1952,902074,395337,499424,7313,43.83,55.36,0.81,24,Maryland
24,1948,596735,286521,294814,15400,48.01,49.4,2.58,24,Maryland
24,1944,608439,315490,292949,0,51.85,48.15,0.0,24,Maryland
24,1940,660117,384546,269534,6037,58.25,40.83,0.91,24,Maryland
24,1936,624896,389612,231435,3849,62.35,37.04,0.62,24,Maryland
24,1932,511054,314314,184184,12556,61.5,36.04,2.46,24,Maryland
24,1928,528348,223626,301479,3243,42.33,57.06,0.61,24,Maryland
24,1924,358630,148072,162414,48144,41.29,45.29,13.43,24,Maryland
24,1920,428443,180626,236117,11700,42.16,55.11,2.73,24,Maryland
24,1916,262039,138359,117347,6333,52.8,44.78,2.42,24,Maryland
24,1912,231981,112674,54956,64351,48.57,23.69,27.740000000000002,24,Maryland
24,1908,238531,115908,116513,6110,48.59,48.85,2.56,24,Maryland
24,1904,224229,109446,109497,5286,48.81,48.83,2.36,24,Maryland
