state,r_ev,d_ev,total vote,r_pct,d_pct,r_votes,d_votes,o_votes,year,other2_votes,other_votes,o_pct,winner
New Hampshire,4.0,0.0,450525.0,36.33,62.49,163696.0,281537.0,5292.0,1988,,5292.0,1.17,REP
New Jersey,16.0,0.0,3099553.0,42.6,56.24,1320352.0,1743192.0,36009.0,1988,,36009.0,1.16,REP
New Mexico,5.0,0.0,521287.0,46.9,51.86,244497.0,270341.0,6449.0,1988,,6449.0,1.24,REP
New York,0.0,36.0,6485683.0,51.62,47.52,3347882.0,3081871.0,55930.0,1988,,55930.0,0.86,DEM
North Carolina,13.0,0.0,2134370.0,41.71,57.97,890167.0,1237258.0,6945.0,1988,,6945.0,0.33,REP
North Dakota,3.0,0.0,297261.0,42.97,56.03,127739.0,166559.0,2963.0,1988,,2963.0,1.0,REP
Ohio,23.0,0.0,4393699.0,44.15,55.0,1939629.0,2416549.0,37521.0,1988,,37521.0,0.85,REP
Oklahoma,8.0,0.0,1171036.0,41.28,57.93,483423.0,678367.0,9246.0,1988,,9246.0,0.79,REP
Oregon,0.0,7.0,1201694.0,51.28,46.61,616206.0,560126.0,25362.0,1988,,25362.0,2.11,DEM
Pennsylvania,25.0,0.0,4536251.0,48.39,50.7,2194944.0,2300087.0,41220.0,1988,,41220.0,0.91,REP
Rhode Island,0.0,4.0,404620.0,55.64,43.93,225123.0,177761.0,1736.0,1988,,1736.0,0.43,DEM
South Carolina,8.0,0.0,986009.0,37.58,61.5,370554.0,606443.0,9012.0,1988,,9012.0,0.91,REP
South Dakota,3.0,0.0,312991.0,46.51,52.85,145560.0,165415.0,2016.0,1988,,2016.0,0.64,REP
Tennessee,11.0,0.0,1636250.0,41.55,57.89,679794.0,947233.0,9223.0,1988,,9223.0,0.56,REP
Texas,29.0,0.0,5427410.0,43.35,55.95,2352748.0,3036829.0,37833.0,1988,,37833.0,0.7,REP
Utah,5.0,0.0,647008.0,32.05,66.22,207343.0,428442.0,11223.0,1988,,11223.0,1.73,REP
Vermont,3.0,0.0,243333.0,47.58,51.1,115775.0,124331.0,3227.0,1988,,3227.0,1.33,REP
Virginia,12.0,0.0,2191609.0,39.23,59.74,859799.0,1309162.0,22648.0,1988,,22648.0,1.03,REP
Washington,0.0,10.0,1865253.0,50.05,48.46,933516.0,903835.0,27902.0,1988,,27902.0,1.5,DEM
West Virginia,0.0,5.0,653311.0,52.2,47.46,341016.0,310065.0,2230.0,1988,,2230.0,0.34,DEM
Wisconsin,0.0,11.0,2191608.0,51.41,47.8,1126794.0,1047499.0,17315.0,1988,,17315.0,0.79,DEM
Wyoming,3.0,0.0,176551.0,38.01,60.53,67113.0,106867.0,2571.0,1988,,2571.0,1.46,REP
Alabama,9.0,0.0,1688060.0,47.65,40.88,804283.0,690080.0,183109.0,1992,10588.0,193697.0,11.47,REP
Alaska,3.0,0.0,258506.0,39.46,30.29,102000.0,78294.0,73481.0,1992,4731.0,78212.0,30.26,REP
Arizona,8.0,0.0,1487006.0,38.47,36.52,572086.0,543050.0,353741.0,1992,18129.0,371870.0,25.01,REP
Arkansas,0.0,6.0,950653.0,35.48,53.21,337324.0,505823.0,99132.0,1992,8374.0,107506.0,11.31,DEM
California,0.0,54.0,11131721.0,32.61,46.01,3630574.0,5121325.0,2296006.0,1992,83816.0,2379822.0,21.38,DEM
Colorado,0.0,8.0,1569180.0,35.87,40.13,562850.0,629681.0,366010.0,1992,10639.0,376649.0,24.0,DEM
Connecticut,0.0,8.0,1616332.0,35.78,42.21,578313.0,682318.0,348771.0,1992,6930.0,355701.0,22.01,DEM
Delaware,0.0,3.0,289735.0,35.31,43.51,102313.0,126054.0,59213.0,1992,2155.0,61368.0,21.18,DEM
D. C.,0.0,3.0,227572.0,9.1,84.64,20698.0,192619.0,9681.0,1992,4574.0,14255.0,6.26,DEM
Florida,25.0,0.0,5314392.0,40.89,39.0,2173310.0,2072698.0,1053067.0,1992,15317.0,1068384.0,20.1,REP
Georgia,0.0,13.0,2321133.0,42.88,43.47,995252.0,1008966.0,309657.0,1992,7258.0,316915.0,13.65,DEM
Hawaii,0.0,4.0,372842.0,36.7,48.09,136822.0,179310.0,53003.0,1992,3707.0,56710.0,15.21,DEM
Idaho,4.0,0.0,482142.0,42.03,28.42,202645.0,137013.0,130395.0,1992,12089.0,142484.0,29.55,REP
Illinois,0.0,22.0,5050157.0,34.34,48.58,1734096.0,2453350.0,840515.0,1992,22196.0,862711.0,17.08,DEM
Indiana,12.0,0.0,2305871.0,42.91,36.79,989375.0,848420.0,455934.0,1992,12142.0,468076.0,20.3,REP
Iowa,0.0,7.0,1354607.0,37.27,43.29,504891.0,586353.0,253468.0,1992,9895.0,263363.0,19.44,DEM
Kansas,6.0,0.0,1157236.0,38.88,33.74,449951.0,390434.0,312358.0,1992,4493.0,316851.0,27.38,REP
Kentucky,0.0,8.0,1492900.0,41.34,44.55,617178.0,665104.0,203944.0,1992,6674.0,210618.0,14.11,DEM
Louisiana,0.0,9.0,1790017.0,40.97,45.58,733386.0,815971.0,211478.0,1992,29182.0,240660.0,13.44,DEM
Maine,0.0,4.0,679499.0,30.39,38.77,206504.0,263420.0,206820.0,1992,2755.0,209575.0,30.84,DEM
Maryland,0.0,10.0,1985046.0,35.62,49.8,707094.0,988571.0,281414.0,1992,7967.0,289381.0,14.58,DEM
Massachusetts,0.0,12.0,2773574.0,29.03,47.54,805049.0,1318662.0,632312.0,1992,17551.0,649863.0,23.43,DEM
Michigan,0.0,18.0,4274673.0,36.38,43.77,1554940.0,1871182.0,824813.0,1992,23738.0,848551.0,19.85,DEM
Minnesota,0.0,10.0,2347948.0,31.85,43.48,747841.0,1020997.0,562506.0,1992,16604.0,579110.0,24.66,DEM
Mississippi,7.0,0.0,981793.0,49.68,40.77,487793.0,400258.0,85626.0,1992,8116.0,93742.0,9.55,REP
Missouri,0.0,11.0,2391565.0,33.92,44.07,811159.0,1053873.0,518741.0,1992,7792.0,526533.0,22.02,DEM
Montana,0.0,3.0,410611.0,35.12,37.63,144207.0,154507.0,107225.0,1992,4672.0,111897.0,27.25,DEM
Nebraska,5.0,0.0,739283.0,46.58,29.4,344346.0,217344.0,174687.0,1992,2906.0,177593.0,24.02,REP
Nevada,0.0,4.0,506318.0,34.73,37.36,175828.0,189148.0,132580.0,1992,8762.0,141342.0,27.92,DEM
New Hampshire,0.0,4.0,537945.0,37.64,38.86,202484.0,209040.0,121337.0,1992,5084.0,126421.0,23.5,DEM
New Jersey,0.0,15.0,3343594.0,40.58,42.95,1356865.0,1436206.0,521829.0,1992,28694.0,550523.0,16.47,DEM
New Mexico,0.0,5.0,569986.0,37.34,45.9,212824.0,261617.0,91895.0,1992,3650.0,95545.0,16.76,DEM
New York,0.0,33.0,6926925.0,33.88,49.73,2346649.0,3444450.0,1090721.0,1992,45105.0,1135826.0,16.4,DEM
North Carolina,14.0,0.0,2611850.0,43.44,42.65,1134661.0,1114042.0,357864.0,1992,5283.0,363147.0,13.9,REP
North Dakota,3.0,0.0,308133.0,44.22,32.18,136244.0,99168.0,71084.0,1992,1637.0,72721.0,23.6,REP
Ohio,0.0,21.0,4939964.0,38.35,40.18,1894310.0,1984942.0,1036426.0,1992,24286.0,1060712.0,21.47,DEM
Oklahoma,8.0,0.0,1390359.0,42.65,34.02,592929.0,473066.0,319878.0,1992,4486.0,324364.0,23.33,REP
Oregon,0.0,7.0,1462643.0,32.53,42.48,475757.0,621314.0,354091.0,1992,11481.0,365572.0,24.99,DEM
Pennsylvania,0.0,23.0,4959810.0,36.13,45.15,1791841.0,2239164.0,902667.0,1992,26138.0,928805.0,18.73,DEM
Rhode Island,0.0,4.0,453478.0,29.02,47.04,131601.0,213299.0,105045.0,1992,3533.0,108578.0,23.94,DEM
South Carolina,8.0,0.0,1202527.0,48.02,39.88,577507.0,479514.0,138872.0,1992,6634.0,145506.0,12.1,REP
South Dakota,3.0,0.0,336254.0,40.66,37.14,136718.0,124888.0,73295.0,1992,1353.0,74648.0,22.2,REP
Tennessee,0.0,11.0,1982638.0,42.43,47.08,841300.0,933521.0,199968.0,1992,7849.0,207817.0,10.48,DEM
Texas,32.0,0.0,6154018.0,40.56,37.08,2496071.0,2281815.0,1354781.0,1992,21351.0,1376132.0,22.36,REP
Utah,5.0,0.0,744069.0,43.36,24.65,322632.0,183429.0,203400.0,1992,34608.0,238008.0,31.99,REP
Vermont,0.0,3.0,289701.0,30.42,46.11,88122.0,133592.0,65991.0,1992,1996.0,67987.0,23.47,DEM
Virginia,13.0,0.0,2558665.0,44.97,40.59,1150517.0,1038650.0,348639.0,1992,20859.0,369498.0,14.44,REP
Washington,0.0,11.0,2288230.0,31.96,43.4,731234.0,993037.0,541780.0,1992,22179.0,563959.0,24.65,DEM
West Virginia,0.0,5.0,683711.0,35.39,48.41,241974.0,331001.0,108829.0,1992,1907.0,110736.0,16.2,DEM
Wisconsin,0.0,11.0,2531114.0,36.78,41.13,930855.0,1041066.0,544479.0,1992,14714.0,559193.0,22.09,DEM
Wyoming,3.0,0.0,200625.0,39.55,33.97,79347.0,68160.0,51263.0,1992,1855.0,53118.0,26.48,REP
Alabama,9.0,0.0,1534349.0,50.12,43.16,769044.0,662165.0,92149.0,1996,10991.0,103140.0,6.72,REP
Alaska,3.0,0.0,241620.0,50.8,33.27,122746.0,80380.0,26333.0,1996,12161.0,38494.0,15.93,REP
Arizona,0.0,8.0,1404405.0,44.29,46.52,622073.0,653288.0,112072.0,1996,16972.0,129044.0,9.19,DEM
Arkansas,0.0,6.0,884262.0,36.8,53.74,325416.0,475171.0,69884.0,1996,13791.0,83675.0,9.46,DEM
California,0.0,54.0,10019484.0,38.21,51.1,3828380.0,5119835.0,697847.0,1996,373422.0,1071269.0,10.69,DEM
Colorado,8.0,0.0,1510704.0,45.8,44.43,691848.0,671152.0,99629.0,1996,48075.0,147704.0,9.78,REP
Connecticut,0.0,8.0,1392614.0,34.69,52.83,483109.0,735740.0,139523.0,1996,34242.0,173765.0,12.48,DEM
Delaware,0.0,3.0,271084.0,36.54,51.78,99062.0,140355.0,28719.0,1996,2948.0,31667.0,11.68,DEM
D. C.,0.0,3.0,185726.0,9.34,85.19,17339.0,158220.0,3611.0,1996,6556.0,10167.0,5.47,DEM
Florida,0.0,25.0,5303794.0,42.32,48.02,2244536.0,2546870.0,483870.0,1996,28518.0,512388.0,9.66,DEM
Georgia,13.0,0.0,2299071.0,47.01,45.84,1080843.0,1053849.0,146337.0,1996,18042.0,164379.0,7.15,REP
Hawaii,0.0,4.0,360120.0,31.64,56.93,113943.0,205012.0,27358.0,1996,13807.0,41165.0,11.43,DEM
Idaho,4.0,0.0,491719.0,52.18,33.65,256595.0,165443.0,62518.0,1996,7163.0,69681.0,14.17,REP
Illinois,0.0,22.0,4311391.0,36.81,54.32,1587021.0,2341744.0,346408.0,1996,36218.0,382626.0,8.87,DEM
Indiana,12.0,0.0,2135842.0,47.13,41.55,1006693.0,887424.0,224299.0,1996,17426.0,241725.0,11.32,REP
Iowa,0.0,7.0,1234075.0,39.92,50.26,492644.0,620258.0,105159.0,1996,16014.0,121173.0,9.82,DEM
Kansas,6.0,0.0,1074300.0,54.29,36.08,583245.0,387659.0,92639.0,1996,10757.0,103396.0,9.62,REP
Kentucky,0.0,8.0,1388708.0,44.88,45.84,623283.0,636614.0,120396.0,1996,8415.0,128811.0,9.28,DEM
Louisiana,0.0,9.0,1783959.0,39.94,52.01,712586.0,927837.0,123293.0,1996,20243.0,143536.0,8.05,DEM
Maine,0.0,4.0,605897.0,30.76,51.62,186378.0,312788.0,85970.0,1996,20761.0,106731.0,17.62,DEM
Maryland,0.0,10.0,1780870.0,38.27,54.25,681530.0,966207.0,115812.0,1996,17321.0,133133.0,7.48,DEM
Massachusetts,0.0,12.0,2556785.0,28.09,61.47,718107.0,1571763.0,227217.0,1996,39698.0,266915.0,10.44,DEM
Michigan,0.0,18.0,3848844.0,38.48,51.69,1481212.0,1989653.0,336670.0,1996,41309.0,377979.0,9.82,DEM
Minnesota,0.0,10.0,2192640.0,34.96,51.1,766476.0,1120438.0,257704.0,1996,48022.0,305726.0,13.94,DEM
Mississippi,7.0,0.0,893857.0,49.21,44.08,439838.0,394022.0,52222.0,1996,7775.0,59997.0,6.71,REP
Missouri,0.0,11.0,2158065.0,41.24,47.54,890016.0,1025935.0,217188.0,1996,24926.0,242114.0,11.22,DEM
Montana,3.0,0.0,407261.0,44.11,41.23,179652.0,167922.0,55229.0,1996,4458.0,59687.0,14.66,REP
Nebraska,5.0,0.0,677415.0,53.65,34.95,363467.0,236761.0,71278.0,1996,5909.0,77187.0,11.39,REP
Nevada,0.0,4.0,464279.0,42.91,43.93,199244.0,203974.0,43986.0,1996,17075.0,61061.0,13.15,DEM
New Hampshire,0.0,4.0,499175.0,39.37,49.32,196532.0,246214.0,48390.0,1996,8039.0,56429.0,11.3,DEM
New Jersey,0.0,15.0,3075807.0,35.86,53.72,1103078.0,1652329.0,262134.0,1996,58266.0,320400.0,10.42,DEM
New Mexico,0.0,5.0,556074.0,41.86,49.18,232751.0,273495.0,32257.0,1996,17571.0,49828.0,8.96,DEM
New York,0.0,33.0,6316129.0,30.61,59.47,1933492.0,3756177.0,503458.0,1996,123002.0,626460.0,9.92,DEM
North Carolina,14.0,0.0,2515807.0,48.73,44.04,1225938.0,1107849.0,168059.0,1996,13961.0,182020.0,7.24,REP
North Dakota,3.0,0.0,266411.0,46.94,40.13,125050.0,106905.0,32515.0,1996,1941.0,34456.0,12.93,REP
Ohio,0.0,21.0,4534434.0,41.02,47.38,1859883.0,2148222.0,483207.0,1996,43122.0,526329.0,11.61,DEM
Oklahoma,8.0,0.0,1206713.0,48.26,40.45,582315.0,488105.0,130788.0,1996,5505.0,136293.0,11.29,REP
Oregon,0.0,7.0,1377760.0,39.06,47.15,538152.0,649641.0,121221.0,1996,68746.0,189967.0,13.79,DEM
Pennsylvania,0.0,23.0,4506118.0,39.97,49.17,1801169.0,2215819.0,430984.0,1996,58146.0,489130.0,10.85,DEM
Rhode Island,0.0,4.0,390284.0,26.82,59.71,104683.0,233050.0,43723.0,1996,8828.0,52551.0,13.46,DEM
South Carolina,8.0,0.0,1149457.0,49.89,43.85,573458.0,504051.0,64386.0,1996,7562.0,71948.0,6.26,REP
South Dakota,3.0,0.0,323826.0,46.49,43.03,150543.0,139333.0,31250.0,1996,2700.0,33950.0,10.48,REP
Tennessee,0.0,11.0,1894105.0,45.59,48.0,863530.0,909146.0,105918.0,1996,15511.0,121429.0,6.41,DEM
Texas,32.0,0.0,5611644.0,48.76,43.83,2736167.0,2459683.0,378537.0,1996,37257.0,415794.0,7.41,REP
Utah,5.0,0.0,665629.0,54.37,33.3,361911.0,221633.0,66461.0,1996,15624.0,82085.0,12.33,REP
Vermont,0.0,3.0,258449.0,31.09,53.35,80352.0,137894.0,31024.0,1996,9179.0,40203.0,15.56,DEM
Virginia,13.0,0.0,2416642.0,47.1,45.15,1138350.0,1091060.0,159861.0,1996,27371.0,187232.0,7.75,REP
Washington,0.0,11.0,2253837.0,37.3,49.84,840712.0,1123323.0,201003.0,1996,88799.0,289802.0,12.86,DEM
West Virginia,0.0,5.0,636459.0,36.76,51.51,233946.0,327812.0,71639.0,1996,3062.0,74701.0,11.74,DEM
Wisconsin,0.0,11.0,2196169.0,38.48,48.81,845029.0,1071971.0,227339.0,1996,51830.0,279169.0,12.71,DEM
Wyoming,3.0,0.0,211571.0,49.81,36.84,105388.0,77934.0,25928.0,1996,2321.0,28249.0,13.35,REP
Alabama,9.0,0.0,1672551.0,56.47,41.59,944409.0,695602.0,18349.0,2000,14191.0,32540.0,1.95,REP
Alaska,3.0,0.0,285560.0,58.62,27.67,167398.0,79004.0,28747.0,2000,10411.0,39158.0,13.71,REP
Arizona,8.0,0.0,1534113.0,50.95,44.67,781652.0,685341.0,45645.0,2000,21475.0,67120.0,4.38,REP
Arkansas,6.0,0.0,921781.0,51.31,45.86,472940.0,422768.0,13421.0,2000,12652.0,26073.0,2.83,REP
California,0.0,54.0,10965856.0,41.65,53.45,4567429.0,5861203.0,418707.0,2000,118517.0,537224.0,4.9,DEM
Colorado,8.0,0.0,1741365.0,50.75,42.39,883745.0,738227.0,91434.0,2000,27959.0,119393.0,6.86,REP
Connecticut,0.0,8.0,1459525.0,38.44,55.91,561094.0,816015.0,64452.0,2000,17964.0,82416.0,5.65,DEM
Delaware,0.0,3.0,327622.0,41.9,54.96,137288.0,180068.0,8307.0,2000,1959.0,10266.0,3.13,DEM
D. C.,0.0,2.0,201894.0,8.95,85.16,18073.0,171923.0,10576.0,2000,1322.0,11898.0,5.89,DEM
Florida,25.0,0.0,5963110.0,48.85,48.84,2912790.0,2912253.0,97488.0,2000,40579.0,138067.0,2.32,REP
Georgia,13.0,0.0,2596804.0,54.67,42.98,1419720.0,1116230.0,13432.0,2000,47422.0,60854.0,2.34,REP
Hawaii,0.0,4.0,367951.0,37.46,55.79,137845.0,205286.0,21623.0,2000,3197.0,24820.0,6.75,DEM
Idaho,4.0,0.0,501621.0,67.17,27.64,336937.0,138637.0,12292.0,2000,13755.0,26047.0,5.19,REP
Illinois,0.0,22.0,4742123.0,42.58,54.6,2019421.0,2589026.0,103759.0,2000,29917.0,133676.0,2.82,DEM
Indiana,12.0,0.0,2199302.0,56.65,41.01,1245836.0,901980.0,18531.0,2000,32955.0,51486.0,2.34,REP
Iowa,0.0,7.0,1315563.0,48.22,48.54,634373.0,638517.0,29374.0,2000,13299.0,42673.0,3.24,DEM
Kansas,6.0,0.0,1072216.0,58.04,37.24,622332.0,399276.0,36086.0,2000,14522.0,50608.0,4.72,REP
Kentucky,8.0,0.0,1544187.0,56.5,41.37,872492.0,638898.0,23192.0,2000,9605.0,32797.0,2.12,REP
Louisiana,9.0,0.0,1765656.0,52.55,44.88,927871.0,792344.0,20473.0,2000,24968.0,45441.0,2.57,REP
Maine,0.0,4.0,651817.0,43.97,49.09,286616.0,319951.0,37127.0,2000,8123.0,45250.0,6.94,DEM
Maryland,0.0,10.0,2025480.0,40.18,56.57,813797.0,1145782.0,53768.0,2000,12133.0,65901.0,3.25,DEM
Massachusetts,0.0,12.0,2702984.0,32.5,59.8,878502.0,1616487.0,173564.0,2000,34431.0,207995.0,7.7,DEM
Michigan,0.0,18.0,4232711.0,46.14,51.28,1953139.0,2170418.0,84165.0,2000,24989.0,109154.0,2.58,DEM
Minnesota,0.0,10.0,2438685.0,45.5,47.91,1109659.0,1168266.0,126696.0,2000,34064.0,160760.0,6.59,DEM
Mississippi,7.0,0.0,994926.0,57.62,40.7,573230.0,404964.0,8126.0,2000,8606.0,16732.0,1.68,REP
Missouri,11.0,0.0,2359892.0,50.42,47.08,1189924.0,1111138.0,38515.0,2000,20315.0,58830.0,2.49,REP
Montana,3.0,0.0,410997.0,58.44,33.36,240178.0,137126.0,24437.0,2000,9256.0,33693.0,8.2,REP
Nebraska,5.0,0.0,697019.0,62.25,33.25,433862.0,231780.0,24540.0,2000,6837.0,31377.0,4.5,REP
Nevada,4.0,0.0,608970.0,49.52,45.98,301575.0,279978.0,15008.0,2000,12409.0,27417.0,4.5,REP
New Hampshire,4.0,0.0,569081.0,48.07,46.8,273559.0,266348.0,22198.0,2000,6976.0,29174.0,5.13,REP
New Jersey,0.0,15.0,3187226.0,40.29,56.13,1284173.0,1788850.0,94554.0,2000,19649.0,114203.0,3.58,DEM
New Mexico,0.0,5.0,598605.0,47.85,47.91,286417.0,286783.0,21251.0,2000,4154.0,25405.0,4.24,DEM
New York,0.0,33.0,6831178.0,35.22,60.22,2405676.0,4113791.0,244398.0,2000,67313.0,311711.0,4.56,DEM
North Carolina,14.0,0.0,2911262.0,56.03,43.2,1631163.0,1257692.0,0.0,2000,22407.0,22407.0,0.77,REP
North Dakota,3.0,0.0,288267.0,60.66,33.05,174852.0,95284.0,9497.0,2000,8634.0,18131.0,6.29,REP
Ohio,21.0,0.0,4705457.0,49.97,46.46,2351209.0,2186190.0,117857.0,2000,50201.0,168058.0,3.57,REP
Oklahoma,8.0,0.0,1234229.0,60.31,38.43,744337.0,474276.0,0.0,2000,15616.0,15616.0,1.27,REP
Oregon,0.0,7.0,1533968.0,46.52,46.96,713577.0,720342.0,77357.0,2000,22692.0,100049.0,6.52,DEM
Pennsylvania,0.0,23.0,4913119.0,46.43,50.6,2281127.0,2485967.0,103392.0,2000,42633.0,146025.0,2.97,DEM
Rhode Island,0.0,4.0,409112.0,31.91,60.99,130555.0,249508.0,25052.0,2000,3997.0,29049.0,7.1,DEM
South Carolina,8.0,0.0,1383777.0,56.83,40.91,786426.0,566039.0,20279.0,2000,11033.0,31312.0,2.26,REP
South Dakota,3.0,0.0,316269.0,60.3,37.56,190700.0,118804.0,0.0,2000,6765.0,6765.0,2.14,REP
Tennessee,11.0,0.0,2076181.0,51.15,47.28,1061949.0,981720.0,19781.0,2000,12731.0,32512.0,1.57,REP
Texas,32.0,0.0,6407637.0,59.3,37.98,3799639.0,2433746.0,137994.0,2000,36258.0,174252.0,2.72,REP
Utah,5.0,0.0,770754.0,66.83,26.34,515096.0,203053.0,35850.0,2000,16755.0,52605.0,6.83,REP
Vermont,0.0,3.0,294308.0,40.7,50.63,119775.0,149022.0,20374.0,2000,5137.0,25511.0,8.67,DEM
Virginia,13.0,0.0,2739447.0,52.47,44.44,1437490.0,1217290.0,59398.0,2000,25269.0,84667.0,3.09,REP
Washington,0.0,11.0,2488745.0,44.56,50.13,1108864.0,1247652.0,103002.0,2000,29227.0,132229.0,5.31,DEM
West Virginia,5.0,0.0,648124.0,51.92,45.59,336475.0,295497.0,10680.0,2000,5472.0,16152.0,2.49,REP
Wisconsin,0.0,11.0,2598607.0,47.61,47.83,1237279.0,1242987.0,94070.0,2000,24271.0,118341.0,4.55,DEM
Wyoming,3.0,0.0,218351.0,67.76,27.7,147947.0,60481.0,4625.0,2000,5298.0,9923.0,4.54,REP
Alabama,9.0,0.0,1883449.0,62.46,36.84,1176394.0,693933.0,13122.0,2004,,13122.0,0.7,REP
Alaska,3.0,0.0,312598.0,61.07,35.52,190889.0,111025.0,10684.0,2004,,10684.0,3.42,REP
Arizona,10.0,0.0,2016102.0,54.77,44.32,1104294.0,893524.0,18284.0,2004,,18284.0,0.91,REP
Arkansas,6.0,0.0,1054945.0,54.31,44.55,572898.0,469953.0,12094.0,2004,,12094.0,1.15,REP
California,0.0,55.0,12421859.0,44.36,54.3,5509826.0,6745485.0,166548.0,2004,,166548.0,1.34,DEM
Colorado,9.0,0.0,2130325.0,51.69,47.02,1101256.0,1001725.0,27344.0,2004,,27344.0,1.28,REP
Connecticut,0.0,7.0,1578769.0,43.95,54.31,693826.0,857488.0,27455.0,2004,,27455.0,1.74,DEM
Delaware,0.0,3.0,375270.0,45.74,53.34,171660.0,200152.0,3458.0,2004,,3458.0,0.92,DEM
D. C.,0.0,3.0,227586.0,9.34,89.18,21256.0,202970.0,3360.0,2004,,3360.0,1.48,DEM
Florida,27.0,0.0,7609810.0,52.1,47.09,3964522.0,3583544.0,61744.0,2004,,61744.0,0.81,REP
Georgia,15.0,0.0,3304481.0,57.93,41.34,1914254.0,1366149.0,24078.0,2004,,24078.0,0.73,REP
Hawaii,0.0,4.0,429013.0,45.26,54.01,194191.0,231708.0,3114.0,2004,,3114.0,0.73,DEM
Idaho,4.0,0.0,598447.0,68.38,30.26,409235.0,181098.0,8114.0,2004,,8114.0,1.36,REP
Illinois,0.0,21.0,5274322.0,44.48,54.82,2345946.0,2891550.0,36826.0,2004,,36826.0,0.7,DEM
Indiana,11.0,0.0,2468002.0,59.94,39.26,1479438.0,969011.0,19553.0,2004,,19553.0,0.79,REP
Iowa,7.0,0.0,1506908.0,49.9,49.23,751957.0,741898.0,13053.0,2004,,13053.0,0.87,REP
Kansas,6.0,0.0,1187756.0,62.0,36.62,736456.0,434993.0,16307.0,2004,,16307.0,1.37,REP
Kentucky,8.0,0.0,1796079.0,59.54,39.68,1069439.0,712733.0,13907.0,2004,,13907.0,0.77,REP
Louisiana,9.0,0.0,1943106.0,56.72,42.22,1102169.0,820299.0,20638.0,2004,,20638.0,1.06,REP
Maine,0.0,4.0,740752.0,44.58,53.57,330201.0,396842.0,13709.0,2004,,13709.0,1.85,DEM
Maryland,0.0,10.0,2386678.0,42.93,55.91,1024703.0,1334493.0,27482.0,2004,,27482.0,1.15,DEM
Massachusetts,0.0,12.0,2912388.0,36.78,61.94,1071109.0,1803800.0,37479.0,2004,,37479.0,1.29,DEM
Michigan,0.0,17.0,4839252.0,47.81,51.23,2313746.0,2479183.0,46323.0,2004,,46323.0,0.96,DEM
Minnesota,0.0,9.0,2828387.0,47.61,51.09,1346695.0,1445014.0,36678.0,2004,,36678.0,1.3,DEM
Mississippi,6.0,0.0,1152365.0,59.44,39.75,684981.0,458094.0,9290.0,2004,,9290.0,0.81,REP
Missouri,11.0,0.0,2731364.0,53.3,46.1,1455713.0,1259171.0,16480.0,2004,,16480.0,0.6,REP
Montana,3.0,0.0,450445.0,59.07,38.56,266063.0,173710.0,10672.0,2004,,10672.0,2.37,REP
Nebraska,5.0,0.0,778186.0,65.9,32.68,512814.0,254328.0,11044.0,2004,,11044.0,1.42,REP
Nevada,5.0,0.0,829587.0,50.47,47.88,418690.0,397190.0,13707.0,2004,,13707.0,1.65,REP
New Hampshire,0.0,4.0,677738.0,48.87,50.24,331237.0,340511.0,5990.0,2004,,5990.0,0.88,DEM
New Jersey,0.0,15.0,3612137.0,46.23,52.92,1670003.0,1911430.0,30704.0,2004,,30704.0,0.85,DEM
New Mexico,5.0,0.0,756304.0,49.84,49.05,376930.0,370942.0,8432.0,2004,,8432.0,1.11,REP
New York,0.0,31.0,7391954.0,40.08,58.36,2962567.0,4314280.0,115107.0,2004,,115107.0,1.56,DEM
North Carolina,15.0,0.0,3501007.0,56.02,43.58,1961166.0,1525849.0,13992.0,2004,,13992.0,0.4,REP
North Dakota,3.0,0.0,312833.0,62.86,35.5,196651.0,111052.0,5130.0,2004,,5130.0,1.64,REP
Ohio,20.0,0.0,5627908.0,50.81,48.71,2859768.0,2741167.0,26973.0,2004,,26973.0,0.48,REP
Oklahoma,7.0,0.0,1463758.0,65.57,34.43,959792.0,503966.0,0.0,2004,,0.0,0.0,REP
Oregon,0.0,7.0,1836782.0,47.19,51.35,866831.0,943163.0,26788.0,2004,,26788.0,1.46,DEM
Pennsylvania,0.0,21.0,5769590.0,48.42,50.92,2793847.0,2938095.0,37648.0,2004,,37648.0,0.65,DEM
Rhode Island,0.0,4.0,437134.0,38.67,59.42,169046.0,259760.0,8328.0,2004,,8328.0,1.91,DEM
South Carolina,8.0,0.0,1617730.0,57.98,40.9,937974.0,661699.0,18057.0,2004,,18057.0,1.12,REP
South Dakota,3.0,0.0,388215.0,59.91,38.44,232584.0,149244.0,6387.0,2004,,6387.0,1.65,REP
Tennessee,11.0,0.0,2434949.0,56.81,42.51,1383336.0,1035160.0,16453.0,2004,,16453.0,0.68,REP
Texas,34.0,0.0,7410765.0,61.09,38.22,4526917.0,2832704.0,51144.0,2004,,51144.0,0.69,REP
Utah,5.0,0.0,927844.0,71.54,26.0,663742.0,241199.0,22903.0,2004,,22903.0,2.47,REP
Vermont,0.0,3.0,312309.0,38.8,58.94,121180.0,184067.0,7062.0,2004,,7062.0,2.26,DEM
Virginia,13.0,0.0,3198367.0,53.68,45.48,1716959.0,1454742.0,26666.0,2004,,26666.0,0.83,REP
Washington,0.0,11.0,2861713.0,45.6,52.77,1304894.0,1510201.0,46618.0,2004,,46618.0,1.63,DEM
West Virginia,5.0,0.0,755887.0,56.06,43.2,423778.0,326541.0,5568.0,2004,,5568.0,0.74,REP
Wisconsin,0.0,10.0,2997007.0,49.32,49.7,1478120.0,1489504.0,29383.0,2004,,29383.0,0.98,DEM
